id,from_account,to_account,amount,timestamp,description
TXN003450,SMURF_MAIN_82,SMURF_DEST_82_11,21908.24,2025-12-25T13:18:58,SUSPICIOUS: Rapid splitting pattern 11
TXN003451,SMURF_MAIN_82,SMURF_DEST_82_12,21908.24,2025-12-25T13:19:58,SUSPICIOUS: Rapid splitting pattern 12
TXN003452,SMURF_MAIN_82,SMURF_DEST_82_13,21908.24,2025-12-25T13:20:58,SUSPICIOUS: Rapid splitting pattern 13
TXN003453,SMURF_DEST_82_0,SMURF_CONS_82,21250.99,2025-12-26T13:07:58,SUSPICIOUS: Consolidation within 72h 0
TXN003454,SMURF_DEST_82_1,SMURF_CONS_82,21250.99,2025-12-26T13:09:58,SUSPICIOUS: Consolidation within 72h 1
TXN003455,SMURF_DEST_82_2,SMURF_CONS_82,21250.99,2025-12-26T13:11:58,SUSPICIOUS: Consolidation within 72h 2
TXN003456,SMURF_DEST_82_3,SMURF_CONS_82,21250.99,2025-12-26T13:13:58,SUSPICIOUS: Consolidation within 72h 3
TXN003457,SMURF_DEST_82_4,SMURF_CONS_82,21250.99,2025-12-26T13:15:58,SUSPICIOUS: Consolidation within 72h 4
TXN003458,SMURF_DEST_82_5,SMURF_CONS_82,21250.99,2025-12-26T13:17:58,SUSPICIOUS: Consolidation within 72h 5
TXN003459,SMURF_DEST_82_6,SMURF_CONS_82,21250.99,2025-12-26T13:19:58,SUSPICIOUS: Consolidation within 72h 6
TXN003460,SMURF_DEST_82_7,SMURF_CONS_82,21250.99,2025-12-26T13:21:58,SUSPICIOUS: Consolidation within 72h 7
TXN003461,SMURF_DEST_82_8,SMURF_CONS_82,21250.99,2025-12-26T13:23:58,SUSPICIOUS: Consolidation within 72h 8
TXN003462,SMURF_DEST_82_9,SMURF_CONS_82,21250.99,2025-12-26T13:25:58,SUSPICIOUS: Consolidation within 72h 9
TXN003463,SMURF_DEST_82_10,SMURF_CONS_82,21250.99,2025-12-26T13:27:58,SUSPICIOUS: Consolidation within 72h 10
TXN003464,SMURF_DEST_82_11,SMURF_CONS_82,21250.99,2025-12-26T13:29:58,SUSPICIOUS: Consolidation within 72h 11
TXN003465,SMURF_DEST_82_12,SMURF_CONS_82,21250.99,2025-12-26T13:31:58,SUSPICIOUS: Consolidation within 72h 12
TXN003466,SMURF_DEST_82_13,SMURF_CONS_82,21250.99,2025-12-26T13:33:58,SUSPICIOUS: Consolidation within 72h 13
TXN003467,SMURF_MAIN_83,SMURF_DEST_83_0,8938.28,2025-12-25T14:42:16,SUSPICIOUS: Rapid splitting pattern 0
TXN003468,SMURF_MAIN_83,SMURF_DEST_83_1,8938.28,2025-12-25T14:43:16,SUSPICIOUS: Rapid splitting pattern 1
TXN003469,SMURF_MAIN_83,SMURF_DEST_83_2,8938.28,2025-12-25T14:44:16,SUSPICIOUS: Rapid splitting pattern 2
TXN003470,SMURF_MAIN_83,SMURF_DEST_83_3,8938.28,2025-12-25T14:45:16,SUSPICIOUS: Rapid splitting pattern 3
TXN003471,SMURF_MAIN_83,SMURF_DEST_83_4,8938.28,2025-12-25T14:46:16,SUSPICIOUS: Rapid splitting pattern 4
TXN003472,SMURF_MAIN_83,SMURF_DEST_83_5,8938.28,2025-12-25T14:47:16,SUSPICIOUS: Rapid splitting pattern 5
TXN003473,SMURF_MAIN_83,SMURF_DEST_83_6,8938.28,2025-12-25T14:48:16,SUSPICIOUS: Rapid splitting pattern 6
TXN003474,SMURF_MAIN_83,SMURF_DEST_83_7,8938.28,2025-12-25T14:49:16,SUSPICIOUS: Rapid splitting pattern 7
TXN003475,SMURF_MAIN_83,SMURF_DEST_83_8,8938.28,2025-12-25T14:50:16,SUSPICIOUS: Rapid splitting pattern 8
TXN003476,SMURF_MAIN_83,SMURF_DEST_83_9,8938.28,2025-12-25T14:51:16,SUSPICIOUS: Rapid splitting pattern 9
TXN003477,SMURF_MAIN_83,SMURF_DEST_83_10,8938.28,2025-12-25T14:52:16,SUSPICIOUS: Rapid splitting pattern 10
TXN003478,SMURF_MAIN_83,SMURF_DEST_83_11,8938.28,2025-12-25T14:53:16,SUSPICIOUS: Rapid splitting pattern 11
TXN003479,SMURF_MAIN_83,SMURF_DEST_83_12,8938.28,2025-12-25T14:54:16,SUSPICIOUS: Rapid splitting pattern 12
TXN003480,SMURF_MAIN_83,SMURF_DEST_83_13,8938.28,2025-12-25T14:55:16,SUSPICIOUS: Rapid splitting pattern 13
TXN003481,SMURF_MAIN_83,SMURF_DEST_83_14,8938.28,2025-12-25T14:56:16,SUSPICIOUS: Rapid splitting pattern 14
TXN003482,SMURF_MAIN_83,SMURF_DEST_83_15,8938.28,2025-12-25T14:57:16,SUSPICIOUS: Rapid splitting pattern 15
TXN003483,SMURF_MAIN_83,SMURF_DEST_83_16,8938.28,2025-12-25T14:58:16,SUSPICIOUS: Rapid splitting pattern 16
TXN003484,SMURF_MAIN_83,SMURF_DEST_83_17,8938.28,2025-12-25T14:59:16,SUSPICIOUS: Rapid splitting pattern 17
TXN003485,SMURF_MAIN_83,SMURF_DEST_83_18,8938.28,2025-12-25T15:00:16,SUSPICIOUS: Rapid splitting pattern 18
TXN003486,SMURF_MAIN_83,SMURF_DEST_83_19,8938.28,2025-12-25T15:01:16,SUSPICIOUS: Rapid splitting pattern 19
TXN003487,SMURF_DEST_83_0,SMURF_CONS_83,8670.13,2025-12-26T14:42:16,SUSPICIOUS: Consolidation within 72h 0
TXN003488,SMURF_DEST_83_1,SMURF_CONS_83,8670.13,2025-12-26T14:44:16,SUSPICIOUS: Consolidation within 72h 1
TXN003489,SMURF_DEST_83_2,SMURF_CONS_83,8670.13,2025-12-26T14:46:16,SUSPICIOUS: Consolidation within 72h 2
TXN003490,SMURF_DEST_83_3,SMURF_CONS_83,8670.13,2025-12-26T14:48:16,SUSPICIOUS: Consolidation within 72h 3
TXN003491,SMURF_DEST_83_4,SMURF_CONS_83,8670.13,2025-12-26T14:50:16,SUSPICIOUS: Consolidation within 72h 4
TXN003492,SMURF_DEST_83_5,SMURF_CONS_83,8670.13,2025-12-26T14:52:16,SUSPICIOUS: Consolidation within 72h 5
TXN003493,SMURF_DEST_83_6,SMURF_CONS_83,8670.13,2025-12-26T14:54:16,SUSPICIOUS: Consolidation within 72h 6
TXN003494,SMURF_DEST_83_7,SMURF_CONS_83,8670.13,2025-12-26T14:56:16,SUSPICIOUS: Consolidation within 72h 7
TXN003495,SMURF_DEST_83_8,SMURF_CONS_83,8670.13,2025-12-26T14:58:16,SUSPICIOUS: Consolidation within 72h 8
TXN003496,SMURF_DEST_83_9,SMURF_CONS_83,8670.13,2025-12-26T15:00:16,SUSPICIOUS: Consolidation within 72h 9
TXN003497,SMURF_DEST_83_10,SMURF_CONS_83,8670.13,2025-12-26T15:02:16,SUSPICIOUS: Consolidation within 72h 10
TXN003498,SMURF_DEST_83_11,SMURF_CONS_83,8670.13,2025-12-26T15:04:16,SUSPICIOUS: Consolidation within 72h 11
TXN003499,SMURF_DEST_83_12,SMURF_CONS_83,8670.13,2025-12-26T15:06:16,SUSPICIOUS: Consolidation within 72h 12
TXN003500,SMURF_DEST_83_13,SMURF_CONS_83,8670.13,2025-12-26T15:08:16,SUSPICIOUS: Consolidation within 72h 13
TXN003501,SMURF_DEST_83_14,SMURF_CONS_83,8670.13,2025-12-26T15:10:16,SUSPICIOUS: Consolidation within 72h 14
TXN003502,SMURF_DEST_83_15,SMURF_CONS_83,8670.13,2025-12-26T15:12:16,SUSPICIOUS: Consolidation within 72h 15
TXN003503,SMURF_DEST_83_16,SMURF_CONS_83,8670.13,2025-12-26T15:14:16,SUSPICIOUS: Consolidation within 72h 16
TXN003504,SMURF_DEST_83_17,SMURF_CONS_83,8670.13,2025-12-26T15:16:16,SUSPICIOUS: Consolidation within 72h 17
TXN003505,SMURF_DEST_83_18,SMURF_CONS_83,8670.13,2025-12-26T15:18:16,SUSPICIOUS: Consolidation within 72h 18
TXN003506,SMURF_DEST_83_19,SMURF_CONS_83,8670.13,2025-12-26T15:20:16,SUSPICIOUS: Consolidation within 72h 19
TXN003507,SMURF_MAIN_84,SMURF_DEST_84_0,26511.91,2025-12-06T14:39:37,SUSPICIOUS: Rapid splitting pattern 0
TXN003508,SMURF_MAIN_84,SMURF_DEST_84_1,26511.91,2025-12-06T14:40:37,SUSPICIOUS: Rapid splitting pattern 1
TXN003509,SMURF_MAIN_84,SMURF_DEST_84_2,26511.91,2025-12-06T14:41:37,SUSPICIOUS: Rapid splitting pattern 2
TXN003510,SMURF_MAIN_84,SMURF_DEST_84_3,26511.91,2025-12-06T14:42:37,SUSPICIOUS: Rapid splitting pattern 3
TXN003511,SMURF_MAIN_84,SMURF_DEST_84_4,26511.91,2025-12-06T14:43:37,SUSPICIOUS: Rapid splitting pattern 4
TXN003512,SMURF_MAIN_84,SMURF_DEST_84_5,26511.91,2025-12-06T14:44:37,SUSPICIOUS: Rapid splitting pattern 5
TXN003513,SMURF_MAIN_84,SMURF_DEST_84_6,26511.91,2025-12-06T14:45:37,SUSPICIOUS: Rapid splitting pattern 6
TXN003514,SMURF_MAIN_84,SMURF_DEST_84_7,26511.91,2025-12-06T14:46:37,SUSPICIOUS: Rapid splitting pattern 7
TXN003515,SMURF_MAIN_84,SMURF_DEST_84_8,26511.91,2025-12-06T14:47:37,SUSPICIOUS: Rapid splitting pattern 8
TXN003516,SMURF_MAIN_84,SMURF_DEST_84_9,26511.91,2025-12-06T14:48:37,SUSPICIOUS: Rapid splitting pattern 9
TXN003517,SMURF_MAIN_84,SMURF_DEST_84_10,26511.91,2025-12-06T14:49:37,SUSPICIOUS: Rapid splitting pattern 10
TXN003518,SMURF_MAIN_84,SMURF_DEST_84_11,26511.91,2025-12-06T14:50:37,SUSPICIOUS: Rapid splitting pattern 11
TXN003519,SMURF_MAIN_84,SMURF_DEST_84_12,26511.91,2025-12-06T14:51:37,SUSPICIOUS: Rapid splitting pattern 12
TXN003520,SMURF_MAIN_84,SMURF_DEST_84_13,26511.91,2025-12-06T14:52:37,SUSPICIOUS: Rapid splitting pattern 13
TXN003521,SMURF_MAIN_84,SMURF_DEST_84_14,26511.91,2025-12-06T14:53:37,SUSPICIOUS: Rapid splitting pattern 14
TXN003522,SMURF_MAIN_84,SMURF_DEST_84_15,26511.91,2025-12-06T14:54:37,SUSPICIOUS: Rapid splitting pattern 15
TXN003523,SMURF_DEST_84_0,SMURF_CONS_84,25716.55,2025-12-07T14:39:37,SUSPICIOUS: Consolidation within 72h 0
TXN003524,SMURF_DEST_84_1,SMURF_CONS_84,25716.55,2025-12-07T14:41:37,SUSPICIOUS: Consolidation within 72h 1
TXN003525,SMURF_DEST_84_2,SMURF_CONS_84,25716.55,2025-12-07T14:43:37,SUSPICIOUS: Consolidation within 72h 2
TXN003526,SMURF_DEST_84_3,SMURF_CONS_84,25716.55,2025-12-07T14:45:37,SUSPICIOUS: Consolidation within 72h 3
TXN003527,SMURF_DEST_84_4,SMURF_CONS_84,25716.55,2025-12-07T14:47:37,SUSPICIOUS: Consolidation within 72h 4
TXN003528,SMURF_DEST_84_5,SMURF_CONS_84,25716.55,2025-12-07T14:49:37,SUSPICIOUS: Consolidation within 72h 5
TXN003529,SMURF_DEST_84_6,SMURF_CONS_84,25716.55,2025-12-07T14:51:37,SUSPICIOUS: Consolidation within 72h 6
TXN003530,SMURF_DEST_84_7,SMURF_CONS_84,25716.55,2025-12-07T14:53:37,SUSPICIOUS: Consolidation within 72h 7
TXN003531,SMURF_DEST_84_8,SMURF_CONS_84,25716.55,2025-12-07T14:55:37,SUSPICIOUS: Consolidation within 72h 8
TXN003532,SMURF_DEST_84_9,SMURF_CONS_84,25716.55,2025-12-07T14:57:37,SUSPICIOUS: Consolidation within 72h 9
TXN003533,SMURF_DEST_84_10,SMURF_CONS_84,25716.55,2025-12-07T14:59:37,SUSPICIOUS: Consolidation within 72h 10
TXN003534,SMURF_DEST_84_11,SMURF_CONS_84,25716.55,2025-12-07T15:01:37,SUSPICIOUS: Consolidation within 72h 11
TXN003535,SMURF_DEST_84_12,SMURF_CONS_84,25716.55,2025-12-07T15:03:37,SUSPICIOUS: Consolidation within 72h 12
TXN003536,SMURF_DEST_84_13,SMURF_CONS_84,25716.55,2025-12-07T15:05:37,SUSPICIOUS: Consolidation within 72h 13
TXN003537,SMURF_DEST_84_14,SMURF_CONS_84,25716.55,2025-12-07T15:07:37,SUSPICIOUS: Consolidation within 72h 14
TXN003538,SMURF_DEST_84_15,SMURF_CONS_84,25716.55,2025-12-07T15:09:37,SUSPICIOUS: Consolidation within 72h 15
TXN003539,SMURF_MAIN_85,SMURF_DEST_85_0,6922.83,2025-12-25T10:38:43,SUSPICIOUS: Rapid splitting pattern 0
TXN003540,SMURF_MAIN_85,SMURF_DEST_85_1,6922.83,2025-12-25T10:39:43,SUSPICIOUS: Rapid splitting pattern 1
TXN003541,SMURF_MAIN_85,SMURF_DEST_85_2,6922.83,2025-12-25T10:40:43,SUSPICIOUS: Rapid splitting pattern 2
TXN003542,SMURF_MAIN_85,SMURF_DEST_85_3,6922.83,2025-12-25T10:41:43,SUSPICIOUS: Rapid splitting pattern 3
TXN003543,SMURF_MAIN_85,SMURF_DEST_85_4,6922.83,2025-12-25T10:42:43,SUSPICIOUS: Rapid splitting pattern 4
TXN003544,SMURF_MAIN_85,SMURF_DEST_85_5,6922.83,2025-12-25T10:43:43,SUSPICIOUS: Rapid splitting pattern 5
TXN003545,SMURF_MAIN_85,SMURF_DEST_85_6,6922.83,2025-12-25T10:44:43,SUSPICIOUS: Rapid splitting pattern 6
TXN003546,SMURF_MAIN_85,SMURF_DEST_85_7,6922.83,2025-12-25T10:45:43,SUSPICIOUS: Rapid splitting pattern 7
TXN003547,SMURF_MAIN_85,SMURF_DEST_85_8,6922.83,2025-12-25T10:46:43,SUSPICIOUS: Rapid splitting pattern 8
TXN003548,SMURF_MAIN_85,SMURF_DEST_85_9,6922.83,2025-12-25T10:47:43,SUSPICIOUS: Rapid splitting pattern 9
TXN003549,SMURF_MAIN_85,SMURF_DEST_85_10,6922.83,2025-12-25T10:48:43,SUSPICIOUS: Rapid splitting pattern 10
TXN003550,SMURF_MAIN_85,SMURF_DEST_85_11,6922.83,2025-12-25T10:49:43,SUSPICIOUS: Rapid splitting pattern 11
TXN003551,SMURF_MAIN_85,SMURF_DEST_85_12,6922.83,2025-12-25T10:50:43,SUSPICIOUS: Rapid splitting pattern 12
TXN003552,SMURF_MAIN_85,SMURF_DEST_85_13,6922.83,2025-12-25T10:51:43,SUSPICIOUS: Rapid splitting pattern 13
TXN003553,SMURF_MAIN_85,SMURF_DEST_85_14,6922.83,2025-12-25T10:52:43,SUSPICIOUS: Rapid splitting pattern 14
TXN003554,SMURF_DEST_85_0,SMURF_CONS_85,6715.15,2025-12-26T10:38:43,SUSPICIOUS: Consolidation within 72h 0
TXN003555,SMURF_DEST_85_1,SMURF_CONS_85,6715.15,2025-12-26T10:40:43,SUSPICIOUS: Consolidation within 72h 1
TXN003556,SMURF_DEST_85_2,SMURF_CONS_85,6715.15,2025-12-26T10:42:43,SUSPICIOUS: Consolidation within 72h 2
TXN003557,SMURF_DEST_85_3,SMURF_CONS_85,6715.15,2025-12-26T10:44:43,SUSPICIOUS: Consolidation within 72h 3
TXN003558,SMURF_DEST_85_4,SMURF_CONS_85,6715.15,2025-12-26T10:46:43,SUSPICIOUS: Consolidation within 72h 4
TXN003559,SMURF_DEST_85_5,SMURF_CONS_85,6715.15,2025-12-26T10:48:43,SUSPICIOUS: Consolidation within 72h 5
TXN003560,SMURF_DEST_85_6,SMURF_CONS_85,6715.15,2025-12-26T10:50:43,SUSPICIOUS: Consolidation within 72h 6
TXN003561,SMURF_DEST_85_7,SMURF_CONS_85,6715.15,2025-12-26T10:52:43,SUSPICIOUS: Consolidation within 72h 7
TXN003562,SMURF_DEST_85_8,SMURF_CONS_85,6715.15,2025-12-26T10:54:43,SUSPICIOUS: Consolidation within 72h 8
TXN003563,SMURF_DEST_85_9,SMURF_CONS_85,6715.15,2025-12-26T10:56:43,SUSPICIOUS: Consolidation within 72h 9
TXN003564,SMURF_DEST_85_10,SMURF_CONS_85,6715.15,2025-12-26T10:58:43,SUSPICIOUS: Consolidation within 72h 10
TXN003565,SMURF_DEST_85_11,SMURF_CONS_85,6715.15,2025-12-26T11:00:43,SUSPICIOUS: Consolidation within 72h 11
TXN003566,SMURF_DEST_85_12,SMURF_CONS_85,6715.15,2025-12-26T11:02:43,SUSPICIOUS: Consolidation within 72h 12
TXN003567,SMURF_DEST_85_13,SMURF_CONS_85,6715.15,2025-12-26T11:04:43,SUSPICIOUS: Consolidation within 72h 13
TXN003568,SMURF_DEST_85_14,SMURF_CONS_85,6715.15,2025-12-26T11:06:43,SUSPICIOUS: Consolidation within 72h 14
TXN003569,SMURF_MAIN_86,SMURF_DEST_86_0,8656.68,2025-12-24T18:06:47,SUSPICIOUS: Rapid splitting pattern 0
TXN003570,SMURF_MAIN_86,SMURF_DEST_86_1,8656.68,2025-12-24T18:07:47,SUSPICIOUS: Rapid splitting pattern 1
TXN003571,SMURF_MAIN_86,SMURF_DEST_86_2,8656.68,2025-12-24T18:08:47,SUSPICIOUS: Rapid splitting pattern 2
TXN003572,SMURF_MAIN_86,SMURF_DEST_86_3,8656.68,2025-12-24T18:09:47,SUSPICIOUS: Rapid splitting pattern 3
TXN003573,SMURF_MAIN_86,SMURF_DEST_86_4,8656.68,2025-12-24T18:10:47,SUSPICIOUS: Rapid splitting pattern 4
TXN003574,SMURF_MAIN_86,SMURF_DEST_86_5,8656.68,2025-12-24T18:11:47,SUSPICIOUS: Rapid splitting pattern 5
TXN003575,SMURF_MAIN_86,SMURF_DEST_86_6,8656.68,2025-12-24T18:12:47,SUSPICIOUS: Rapid splitting pattern 6
TXN003576,SMURF_MAIN_86,SMURF_DEST_86_7,8656.68,2025-12-24T18:13:47,SUSPICIOUS: Rapid splitting pattern 7
TXN003577,SMURF_MAIN_86,SMURF_DEST_86_8,8656.68,2025-12-24T18:14:47,SUSPICIOUS: Rapid splitting pattern 8
TXN003578,SMURF_MAIN_86,SMURF_DEST_86_9,8656.68,2025-12-24T18:15:47,SUSPICIOUS: Rapid splitting pattern 9
TXN003579,SMURF_MAIN_86,SMURF_DEST_86_10,8656.68,2025-12-24T18:16:47,SUSPICIOUS: Rapid splitting pattern 10
TXN003580,SMURF_MAIN_86,SMURF_DEST_86_11,8656.68,2025-12-24T18:17:47,SUSPICIOUS: Rapid splitting pattern 11
TXN003581,SMURF_MAIN_86,SMURF_DEST_86_12,8656.68,2025-12-24T18:18:47,SUSPICIOUS: Rapid splitting pattern 12
TXN003582,SMURF_MAIN_86,SMURF_DEST_86_13,8656.68,2025-12-24T18:19:47,SUSPICIOUS: Rapid splitting pattern 13
TXN003583,SMURF_MAIN_86,SMURF_DEST_86_14,8656.68,2025-12-24T18:20:47,SUSPICIOUS: Rapid splitting pattern 14
TXN003584,SMURF_MAIN_86,SMURF_DEST_86_15,8656.68,2025-12-24T18:21:47,SUSPICIOUS: Rapid splitting pattern 15
TXN003585,SMURF_MAIN_86,SMURF_DEST_86_16,8656.68,2025-12-24T18:22:47,SUSPICIOUS: Rapid splitting pattern 16
TXN003586,SMURF_DEST_86_0,SMURF_CONS_86,8396.98,2025-12-25T18:06:47,SUSPICIOUS: Consolidation within 72h 0
TXN003587,SMURF_DEST_86_1,SMURF_CONS_86,8396.98,2025-12-25T18:08:47,SUSPICIOUS: Consolidation within 72h 1
TXN003588,SMURF_DEST_86_2,SMURF_CONS_86,8396.98,2025-12-25T18:10:47,SUSPICIOUS: Consolidation within 72h 2
TXN003589,SMURF_DEST_86_3,SMURF_CONS_86,8396.98,2025-12-25T18:12:47,SUSPICIOUS: Consolidation within 72h 3
TXN003590,SMURF_DEST_86_4,SMURF_CONS_86,8396.98,2025-12-25T18:14:47,SUSPICIOUS: Consolidation within 72h 4
TXN003591,SMURF_DEST_86_5,SMURF_CONS_86,8396.98,2025-12-25T18:16:47,SUSPICIOUS: Consolidation within 72h 5
TXN003592,SMURF_DEST_86_6,SMURF_CONS_86,8396.98,2025-12-25T18:18:47,SUSPICIOUS: Consolidation within 72h 6
TXN003593,SMURF_DEST_86_7,SMURF_CONS_86,8396.98,2025-12-25T18:20:47,SUSPICIOUS: Consolidation within 72h 7
TXN003594,SMURF_DEST_86_8,SMURF_CONS_86,8396.98,2025-12-25T18:22:47,SUSPICIOUS: Consolidation within 72h 8
TXN003595,SMURF_DEST_86_9,SMURF_CONS_86,8396.98,2025-12-25T18:24:47,SUSPICIOUS: Consolidation within 72h 9
TXN003596,SMURF_DEST_86_10,SMURF_CONS_86,8396.98,2025-12-25T18:26:47,SUSPICIOUS: Consolidation within 72h 10
TXN003597,SMURF_DEST_86_11,SMURF_CONS_86,8396.98,2025-12-25T18:28:47,SUSPICIOUS: Consolidation within 72h 11
TXN003598,SMURF_DEST_86_12,SMURF_CONS_86,8396.98,2025-12-25T18:30:47,SUSPICIOUS: Consolidation within 72h 12
TXN003599,SMURF_DEST_86_13,SMURF_CONS_86,8396.98,2025-12-25T18:32:47,SUSPICIOUS: Consolidation within 72h 13
TXN003600,SMURF_DEST_86_14,SMURF_CONS_86,8396.98,2025-12-25T18:34:47,SUSPICIOUS: Consolidation within 72h 14
TXN003601,SMURF_DEST_86_15,SMURF_CONS_86,8396.98,2025-12-25T18:36:47,SUSPICIOUS: Consolidation within 72h 15
TXN003602,SMURF_DEST_86_16,SMURF_CONS_86,8396.98,2025-12-25T18:38:47,SUSPICIOUS: Consolidation within 72h 16
TXN003603,SMURF_MAIN_87,SMURF_DEST_87_0,28614.93,2025-12-09T19:33:04,SUSPICIOUS: Rapid splitting pattern 0
TXN003604,SMURF_MAIN_87,SMURF_DEST_87_1,28614.93,2025-12-09T19:34:04,SUSPICIOUS: Rapid splitting pattern 1
TXN003605,SMURF_MAIN_87,SMURF_DEST_87_2,28614.93,2025-12-09T19:35:04,SUSPICIOUS: Rapid splitting pattern 2
TXN003606,SMURF_MAIN_87,SMURF_DEST_87_3,28614.93,2025-12-09T19:36:04,SUSPICIOUS: Rapid splitting pattern 3
TXN003607,SMURF_MAIN_87,SMURF_DEST_87_4,28614.93,2025-12-09T19:37:04,SUSPICIOUS: Rapid splitting pattern 4
TXN003608,SMURF_MAIN_87,SMURF_DEST_87_5,28614.93,2025-12-09T19:38:04,SUSPICIOUS: Rapid splitting pattern 5
TXN003609,SMURF_MAIN_87,SMURF_DEST_87_6,28614.93,2025-12-09T19:39:04,SUSPICIOUS: Rapid splitting pattern 6
TXN003610,SMURF_MAIN_87,SMURF_DEST_87_7,28614.93,2025-12-09T19:40:04,SUSPICIOUS: Rapid splitting pattern 7
TXN003611,SMURF_MAIN_87,SMURF_DEST_87_8,28614.93,2025-12-09T19:41:04,SUSPICIOUS: Rapid splitting pattern 8
TXN003612,SMURF_MAIN_87,SMURF_DEST_87_9,28614.93,2025-12-09T19:42:04,SUSPICIOUS: Rapid splitting pattern 9
TXN003613,SMURF_MAIN_87,SMURF_DEST_87_10,28614.93,2025-12-09T19:43:04,SUSPICIOUS: Rapid splitting pattern 10
TXN003614,SMURF_MAIN_87,SMURF_DEST_87_11,28614.93,2025-12-09T19:44:04,SUSPICIOUS: Rapid splitting pattern 11
TXN003615,SMURF_MAIN_87,SMURF_DEST_87_12,28614.93,2025-12-09T19:45:04,SUSPICIOUS: Rapid splitting pattern 12
TXN003616,SMURF_DEST_87_0,SMURF_CONS_87,27756.48,2025-12-10T19:33:04,SUSPICIOUS: Consolidation within 72h 0
TXN003617,SMURF_DEST_87_1,SMURF_CONS_87,27756.48,2025-12-10T19:35:04,SUSPICIOUS: Consolidation within 72h 1
TXN003618,SMURF_DEST_87_2,SMURF_CONS_87,27756.48,2025-12-10T19:37:04,SUSPICIOUS: Consolidation within 72h 2
TXN003619,SMURF_DEST_87_3,SMURF_CONS_87,27756.48,2025-12-10T19:39:04,SUSPICIOUS: Consolidation within 72h 3
TXN003620,SMURF_DEST_87_4,SMURF_CONS_87,27756.48,2025-12-10T19:41:04,SUSPICIOUS: Consolidation within 72h 4
TXN003621,SMURF_DEST_87_5,SMURF_CONS_87,27756.48,2025-12-10T19:43:04,SUSPICIOUS: Consolidation within 72h 5
TXN003622,SMURF_DEST_87_6,SMURF_CONS_87,27756.48,2025-12-10T19:45:04,SUSPICIOUS: Consolidation within 72h 6
TXN003623,SMURF_DEST_87_7,SMURF_CONS_87,27756.48,2025-12-10T19:47:04,SUSPICIOUS: Consolidation within 72h 7
TXN003624,SMURF_DEST_87_8,SMURF_CONS_87,27756.48,2025-12-10T19:49:04,SUSPICIOUS: Consolidation within 72h 8
TXN003625,SMURF_DEST_87_9,SMURF_CONS_87,27756.48,2025-12-10T19:51:04,SUSPICIOUS: Consolidation within 72h 9
TXN003626,SMURF_DEST_87_10,SMURF_CONS_87,27756.48,2025-12-10T19:53:04,SUSPICIOUS: Consolidation within 72h 10
TXN003627,SMURF_DEST_87_11,SMURF_CONS_87,27756.48,2025-12-10T19:55:04,SUSPICIOUS: Consolidation within 72h 11
TXN003628,SMURF_DEST_87_12,SMURF_CONS_87,27756.48,2025-12-10T19:57:04,SUSPICIOUS: Consolidation within 72h 12
TXN003629,SMURF_MAIN_88,SMURF_DEST_88_0,17946.9,2025-12-26T21:13:17,SUSPICIOUS: Rapid splitting pattern 0
TXN003630,SMURF_MAIN_88,SMURF_DEST_88_1,17946.9,2025-12-26T21:14:17,SUSPICIOUS: Rapid splitting pattern 1
TXN003631,SMURF_MAIN_88,SMURF_DEST_88_2,17946.9,2025-12-26T21:15:17,SUSPICIOUS: Rapid splitting pattern 2
TXN003632,SMURF_MAIN_88,SMURF_DEST_88_3,17946.9,2025-12-26T21:16:17,SUSPICIOUS: Rapid splitting pattern 3
TXN003633,SMURF_MAIN_88,SMURF_DEST_88_4,17946.9,2025-12-26T21:17:17,SUSPICIOUS: Rapid splitting pattern 4
TXN003634,SMURF_MAIN_88,SMURF_DEST_88_5,17946.9,2025-12-26T21:18:17,SUSPICIOUS: Rapid splitting pattern 5
TXN003635,SMURF_MAIN_88,SMURF_DEST_88_6,17946.9,2025-12-26T21:19:17,SUSPICIOUS: Rapid splitting pattern 6
TXN003636,SMURF_MAIN_88,SMURF_DEST_88_7,17946.9,2025-12-26T21:20:17,SUSPICIOUS: Rapid splitting pattern 7
TXN003637,SMURF_MAIN_88,SMURF_DEST_88_8,17946.9,2025-12-26T21:21:17,SUSPICIOUS: Rapid splitting pattern 8
TXN003638,SMURF_MAIN_88,SMURF_DEST_88_9,17946.9,2025-12-26T21:22:17,SUSPICIOUS: Rapid splitting pattern 9
TXN003639,SMURF_DEST_88_0,SMURF_CONS_88,17408.49,2025-12-27T21:13:17,SUSPICIOUS: Consolidation within 72h 0
TXN003640,SMURF_DEST_88_1,SMURF_CONS_88,17408.49,2025-12-27T21:15:17,SUSPICIOUS: Consolidation within 72h 1
TXN003641,SMURF_DEST_88_2,SMURF_CONS_88,17408.49,2025-12-27T21:17:17,SUSPICIOUS: Consolidation within 72h 2
TXN003642,SMURF_DEST_88_3,SMURF_CONS_88,17408.49,2025-12-27T21:19:17,SUSPICIOUS: Consolidation within 72h 3
TXN003643,SMURF_DEST_88_4,SMURF_CONS_88,17408.49,2025-12-27T21:21:17,SUSPICIOUS: Consolidation within 72h 4
TXN003644,SMURF_DEST_88_5,SMURF_CONS_88,17408.49,2025-12-27T21:23:17,SUSPICIOUS: Consolidation within 72h 5
TXN003645,SMURF_DEST_88_6,SMURF_CONS_88,17408.49,2025-12-27T21:25:17,SUSPICIOUS: Consolidation within 72h 6
TXN003646,SMURF_DEST_88_7,SMURF_CONS_88,17408.49,2025-12-27T21:27:17,SUSPICIOUS: Consolidation within 72h 7
